barcode,dateaccessioned,title,editionstatement,author,Subject,Callnumber,Shelving_location,itemtype,price
111506,1985-05-30,"TELECOMMUNICATIONS DEVICE DATA",1,MOTOROLA,"E &amp; TC","621.381 MOT",,BK,1.00
111507,1985-05-30,"CMOS/NMOS SPECIAL FUNCTION DATA",1,MOTOROLA,"E &amp; TC","621.381 MOT",,BK,1.00
111508,0000-00-00,"TELECOMMUNICATIONS DEVICE DATA",1,MOTOROLA,"E &amp; TC","MANUAL ",,BK,
111509,1985-05-30,"CMOS/NMOS SPECIAL FUNCTION DATA",1,MOTOROLA,"E &amp; TC","621.381 MOT",,BK,1.00
111510,1985-05-30,"SEMICONDUCTOR MASTER SELECTION",1,MOTOROLA,"E &amp; TC","621.381 MOT",,BK,1.00
111511,1985-05-30,"SEMICONDUCTOR MASTER SELECTION",1,MOTOROLA,"E &amp; TC","621.381 MOT",,BK,1.00
111512,1985-05-30,"BIPOLAR POWER TRANSISTOR F THYRISTOR DATA",1,MOTOROLA,"E &amp; TC","621.381 MOT",,BK,1.00
111513,1985-05-30,"EXPTS IN ARTIFICAL INTELLI FOR SMALL COMPUTERS",1,"KRUTCH J",COMPUTER,"006.3 KRU ",,BK,122.40
111514,1985-05-30,"Z80 MICRO INTERFCNG WITH APPLI IN DATA COMMU",1,"NICHOLS J C",COMPUTER,"621.381 NIC",,BK,246.00
111515,1985-05-30,"BUILD A PERSONAL EARTH STN FOR TV RECEPTION",1,TRAISTER,"E &amp; TC","004.16 NIC ",,BK,67.50
111516,1985-05-30,"TRANSFORMERS FOR ELECTRONIC CIRCUITS",1,"GROSSNER N R","E &amp; TC","621.381 GRO",,BK,726.80
111517,1985-05-30,"8088 ASSEMBLER LANGUAGE PROGRAMMING",1,"WILLIAM D C",COMPUTER,"621.314 NAT",,BK,196.65
111518,1985-05-30,"HANDBOOK OF MACHINE SOLDERING",1,WOODGATE,Computer,"005.136 JEF ",,BK,339.08
111519,1985-05-30,"NUMERICAL CONTROL PART PROGRAMMING",1,CHILDS,COMPUTER,"621.977 WOO",,BK,307.62
111520,1985-05-30,"SOFTWARE ENGINEERING",1,"PRESSMAN R S",COMPUTER,"005.1 PRE",,BK,100.80
111521,1985-05-30,"MICROCOMPUTER BASED DESIGNS",1,"PEATMON J",COMPUTER,"005.1 PRE ",,BK,112.86
111522,1985-05-30,"DIGITAL HARDWARE DESIGN",1,"PEATMAN J",COMPUTER,"004.16 PEA ",,BK,86.13
111523,1985-05-30,"INTRO TO MICROCOMPMBASED DIGITAL SYSTEMS",1,"GAULT W J",COMPUTER,"621.3819 PGA",,BK,89.10
111524,1985-05-30,"ANALYSIS F DESIGN OF DIGITAL INTEGRATED SYS",1,"HODGES A D","E &amp; TC","004.16 GAU ",,BK,82.57
111525,1985-05-30,"ELEMENTS OF ELECTRICAL AND ELECTRONIC INSTRUMENTION",1,"LION S K","E &amp; TC","621.381 HOD",,BK,94.50
111526,1985-05-30,"INTRO TO MICROPROCESSOR SYSTEM DESIGN",1,"GARLAND H",COMPUTER,"621.38154 KUR",,BK,77.22
111527,1985-05-30,"COMPUTER GRAPHICS",1,"HARRINGTON S",COMPUTER,"006.6 HAR",,BK,77.22
111528,1985-05-06,"BASIC TELEVISION F VIDEO SYSTEMS",1,"GROB B","E &amp; TC","006.6 HAR ",,BK,82.57
111529,1985-05-06,"INTRO TO MICROPRO SOFTWARE & HARDWARE PROGRAMMING",1,"LEVENTHAL L A",COMPUTER,"004.16 LEV ",,BK,46.80
111530,1985-05-06,"COMPUTER MANAGEMENT & PLANNING",1,"BANERJEE U",COMPUTER,"004 BAN ",,BK,86.40
111531,1985-05-06,"COMPUTER DATABASE ORGANISATION",1,"MARTIN J",COMPUTER,"005.74 MAR ",,BK,58.50
111532,1985-05-06,"DIGITAL CIRCUITS F LOGICAL DESIGN",1,"LEE S C","E &amp; TC","621.395 SAM",,BK,46.80
111533,1985-05-06,"ELECTRONICS IN INDUSTRY",1,"CHUTE G","E &amp; TC","621.381 CHU",,BK,86.13
111534,1985-05-06,"INFORMATION SYSTEM THROUGH COBOL",1,"PHILIPPAKIS K",COMPUTER,"005.133 KAS ",,BK,106.33
111535,1985-05-06,"CP/M HANDBOOK WITH MP/M APPLICATIONS",1,"ZAKS R",COMPUTER,"005.446 ZAK ",,BK,67.50
111536,1985-05-06,"HOW TO DESIGNOBUILDOUSE ELEC CONTROL SYS",1,"TEDESCHI F P","E &amp; TC","629.8043 TEB",,BK,130.09
111537,1985-05-06,"INTRODUCING SYS ANA F DESIGN VOL I",1,NCC,"E &amp; TC","004.21 NCC ",,BK,76.50
111538,0000-00-00,"INTRODUCING SYSTEMS ANALYSIS F DESIGN VOL II",,NCC,"E &amp; TC",,,BK,
111539,1985-05-06,"LINEAR PROGRAMMING",1,"LOOMBA P N",COMPUTER,"005.1 LOO ",,BK,35.10
111540,1985-05-06,"OPTICAL FIBER COMMUNICATION",1,"KEISHER G","E &amp; TC","621.3692 KEI",,BK,76.50
111541,1985-05-06,"COMPUTER OPERATION SYSTEMS",1,"BARRON D",COMPUTER,"005.43 BAR ",,BK,102.60
111542,1985-05-06,"COMPUTER ORIENTED NUMERICAL METHODS",1,"RAJARAMAN V",COMPUTER,"519.4 RAJ",,BK,19.80
111543,1985-05-06,"MICROPROCESSORS F MICROCOMP SYSTEMS",1,"RAO V G",COMPUTER,"004.16 GOT ",,BK,135.00
111544,1985-05-06,"COMPUTER PROGRAMMING IN COBOL",1,"RAJARAMAN V   ",COMPUTER,"005.133 RAJ ",,BK,40.50
111545,1985-05-06,"DIGITAL COMPUTER ELECTRONICSZ AN INTRO TO MICROCOM",1,"MALVINO A P",COMPUTER,"621.3916 MAL",,BK,37.80
111546,1985-05-06,"COBOL FOR BEGINNERS",1,"WORTH T",COMPUTER,"005.133 WOR ",,BK,40.50
111547,1985-05-06,"ELECTRONICS ENGINEERS REFERENCE BOOK",1,"MAZDA F M ED","E &amp; TC","621.381 MAZ",,BK,885.60
111548,1992-02-29,"UNDERSTANDING DATA COMMUNICATIONS",2,"FRIEND G E",COMPUTER,"004.6 FRI ",,BK,99.00
111549,1985-05-06,"ELECTRONIC POWER CONTROL & DIGITAL TECHNIQUES",1,"BRYAN N MED","E &amp; TC","621.317 NOR",,BK,
111550,1985-07-06,"INTRODUCTION TO COMPUTER SCIENCE",1,"WALKER T M",COMPUTER,"004 WAL ",,BK,124.74
111551,1985-07-06,"PROGRAMMING F COMPUTING IN FORTRAN IV",1,"GROVER P S",COMPUTER,"005.133 GRO ",,BK,13.05
111552,1985-07-06,"COMPUTER MANAGEMENT & PLANNING",1,"BANERJEE U",COMPUTER,"658 BAN",,BK,86.40
111553,1985-07-06,"COMPUTER DATABASE ORGANISATION",1,"MARTIN J",COMPUTER,"005.74 MAR ",,BK,-0.65
111554,1985-05-06,"MICROPRO WITH APPLI IN PROCESS CONTROLS",1,"AHSONS I",COMPUTER,"004.16 AHS ",,BK,21.60
111555,1985-08-06,"WHICH PERIPHERIALS ?",1,"PIERS L",COMPUTER,"004.16 LET ",,BK,87.84
111556,1985-08-06,"FORTRAN 77 PROGRAMMING",1,"BRAINERED W S",COMPUTER,"005.133 BRA ",,BK,151.47
111557,1985-08-06,"DEVELOPMENT SYSTEM HANDBOOK",1,INTEL,COMPUTER,"621.381 INT",,BK,225.00
111558,1985-10-06,"COMPUTER DATA PROCESSING",1,"DAVIS GORDON",COMPUTER,"005.74 GOR ",,BK,98.01
111559,1985-10-06,"SEMICONDUCTOR  MESUREMENT F INSTRUMENTATION",1,"RANYAN W R","E &amp; TC","621.37 RON",,BK,100.98
111560,1985-10-06,"INTRODUCTION TO DIGITAL COMPUTER DESIGN",1,"RAJARAMAN V",COMPUTER,"621.392 RAJ",,BK,35.10
111561,1985-10-06,"DIGITAL COMMUNICATIONS",1,"PRAOKIS J","E &amp; TC","621.382 PRO",,BK,89.10
111562,1985-10-06,"DIGITAL INTEGRATED ELECTRONICS",1,"TAUB   ","E &amp; TC","621.38173 TAU",,BK,100.98
111563,1985-10-06,"MICROPROCESSOROMICROCOMPZ AN INTRODUCTION",1,"GRIVONE D D   ",COMPUTER,"004.16 GIV ",,BK,94.46
111564,1985-10-06,"GUIDE TO PCB DESIGN",1,"HAMILTON C","E &amp; TC","621.3815 HAM",,BK,110.70
111565,1985-10-06,"SYSTEMS PROGRAMMING",1,"DONOVAN J J",COMPUTER,"005.42 DON ",,BK,89.10
111566,1985-06-14,"MICRO COOKBOOK VOL I",1,"LANCASTER D","E &amp; TC","621.38195 LAN",,BK,189.49
111567,1985-06-14,"MICRO COOKBOOK VOL II",1,"LANCASTER D","E &amp; TC","621.38195 LAN",,BK,189.49
111568,0000-00-00,"STD BUS INTERFACING",,PITUS,COMPUTER,,,BK,
111569,1985-06-14,"8085 COOKBOOK",1,TITUS,COMPUTER,"004.16 TIT ",,BK,189.49
111570,1985-06-14,"Z80 MICRO ADV INTERFACE WITH APPLI IN DP",1,"NICHOLS J C",COMPUTER,"621.38195 NIC",,BK,237.01
111571,1985-06-14,"S-100 & OTHER MICRO BUSES",1,POE,COMPUTER,"621.38195 POE",,BK,118.21
111572,1985-06-14,"APPLE/PASCAL GAMES",1,HERGERT,COMPUTER,"005.133 HER ",,BK,177.61
111573,1985-06-14,"TOPICS IN MICROPROCESSING BOOK II",1,WHITBREAD,COMPUTER,"004.16 WHI ",,BK,184.50
111574,1985-06-14,"INTERFACING & DIGITAL EQUIP WITH YOUR APPLE",1,"CHAPLES E J",COMPUTER,"004.62 ENG ",,BK,184.50
111575,1985-06-14,"ELECTRONIC INSTRMNTATN & MEA",1,"COOPER W D","E &amp; TC","621.37 COO",,BK,31.50
111576,1985-06-18,"INTRODUCTION TO POWER ELECTRONICS",1,"BIRD K M   ","E &amp; TC","621.317 BIR",,BK,237.01
111577,1985-06-18,"ACTIVE FILTER HANDBOOK",1,"TEDESCHI F P","E &amp; TC","621.3815 TED",,BK,14.40
111578,1985-06-18,"BEST OF INTERFACE AGE VOL I",1,"WARREN F",COMPUTER,"005.133 WAR ",,BK,70.69
111579,1985-06-24,"COMPUTING FOR EXECUTIVES",1,"CHADWICK J",Computer,"658.054 CHA",,BK,153.85
111580,1985-06-24,"VERBAL CONTROL WITH MICROCOMPUTERS",1,"RIGSBY M",COMPUTER,"006.454 RIG ",,BK,141.98
111581,1985-06-24,"HOW TO BUILD A PROGRAMME",1,EMMERICHS,COMPUTER,"005.1 EMM ",,BK,141.98
111582,1985-06-24,"FROM BASIC TO FORTRAN",1,"BRUEY A J",COMPUTER,"005.133 BRU ",,BK,260.77
111583,1985-06-24,"MUSIC & SPEECH PROGRAMS FOR IBM  PC",1,"TRAISTER R J",COMPUTER,"006.454 TRA ",,BK,118.21
111584,1985-06-24,"CAD/CAM SYSTEM PLANNING AND IMPLEMENTATION",1,"KNOX C S","E &amp; TC","620.004 KNU ",,BK,136.80
111585,1985-06-24,"INTEGRATED CIRCUITS APPLICATION HANDBOOK",1,SEIDMAN,"E &amp; TC","621.3815 SEI",,BK,564.30
111586,1985-06-24,"FIBER OPTICS COMMUNICATIONS",1,PALAUS,"E &amp; TC","621.382 PAL",,BK,474.62
111587,1985-06-24,"COMPUTER APPLICATIONS IN MANUFACTURING",1,"GUNN T",COMPUTER,"658.5002 GUN",,BK,308.30
111588,1985-04-26,"SOFTWARE FOR APPLE F APPLE COMPATIBLES",1,"GOOD I PHILIP",COMPUTER,"005.1 GOO ",,BK,153.85
111589,1985-06-24,"DATABASES FOR BUSINESS",1,"MAYROS VAN",COMPUTER,"650.028 MAY",,BK,237.01
111590,1985-06-24,"CHOOSING & USING YOUR HOME COMPUTERS",1,"HILTON J",COMPUTER,"004 HIL ",,BK,118.08
111591,1985-06-24,"HANDBK OF COMPU APPLI FOR SMALL/MED  BIZ",1,"FALK HWARD",ME-COMP,"650.054 HOW",,BK,236.70
111592,1985-06-24,"COMPPUTER BOOK",1,"BREADBEER R",COMPUTER,"004 BRA ",,BK,99.63
111593,1985-06-24,"GRAPHICS PROGRAMMING ON YOUR BBC MICRO",1,"MCGREGOR   ",COMPUTER,"006.6 MCG ",,BK,73.08
111594,1985-06-24,"FRIENDLY COMPUTER BOOK",1,"INGLIS JONTHAN",Computer,"004 ING ",,BK,66.42
111595,1985-06-25,"INCOME TAX READY RECKONER",1,"MEHTA V G",Computer,"336.24 MEH",,BK,61.20
111596,1985-06-25,"Z80 MICRO PROGRAMNGOINTERFACING BOOK I",1,"NICHOLS J C",COMPUTER,"004.16 NIC ",,BK,153.85
111597,1985-06-25,"Z80 MICRO PROGRAMNG/INTERFACING BOOK I",1,"NICHOLS J C",COMPUTER,"004.16 NIC ",,BK,201.37
111598,0000-00-00,"APPLICATION NOTES ON 8080 8085 8255 & 8251",,INTEL,COMPUTER,"621.381 INT",,BK,1.00
111599,1985-06-25,"PASCAL USER MANUAL & REPORT",1,"JENSEN K",COMPUTER,"005.133 JEN ",,BK,25.20
111600,1985-06-25,"LINEAR IC PRINCIPLES EXPERIMENTS F PROJ",1,"NOLL E M","E &amp; TC","621.3815 NOL",,BK,67.50
111601,1985-06-25,"COMPUTER GRAPHICS",1,"HARRINGTON S",COMPUTER,"006.6 HAR ",,BK,77.22
111602,1985-06-25,"INTRO TO MICROPROCESSOR SYSTEMS DESIGN",1,"GARLAND H",COMPUTER,"004.16 GAR ",,BK,77.22
111603,1985-06-25,"MICROPROCESSING PRIMER",1,"KATZAN H",COMPUTER,"004.16 GAU ",,BK,89.10
111604,1985-06-25,"COMPUTER ARCHIRECTURE & ORGANISATION",1,"HAYES  J P",COMPUTER,"004.22 HAY ",,BK,100.98
111605,1985-06-25,"INTRO TO MICROCOMPMBASED DIGITAL SYSTEMS",1,"GAULT W J",COMPUTER,"004.16 GAU ",,BK,89.10
111606,1985-06-25,"MASTERING PASCAL PROGRAMMING",1,"HUGGINS E",COMPUTER,"005.133 HUG ",,BK,36.00
111607,1985-06-25,"FIRST COURSE IN NUMERICAL ANALYSIS",1,"RALSTON A",COMPUTER,"519.4 RAL",,BK,103.95
111608,1985-06-25,"OPERATIONAL AMPLIFIERS",1,"CLAYTON G B","E &amp; TC","621.3841 CLA",,BK,199.26
111609,1985-06-25,"PRINCIPLES OF DIGITAL COMM & CODING",1,"VITERB A J","E &amp; TC","621.382 VIT",,BK,124.74
111610,1985-06-25,"STRUCTURED COBOL",1,"PHILIPPAKIS A S",COMPUTER,"005.133 PHI ",,BK,77.22
111611,1985-06-25,"COMPUTER CONTROLS OF MFG SYSTEMS",1,"KOREN Y",COMPUTER,"670.427 KOR",,BK,77.22
111612,1985-05-26,"INTRODUCTORY METHODS OF NUMERIC ANALYSIS",1,"SASTRY S S",COMPUTER,"519.4 SAS",,BK,22.50
111613,1986-05-26,"INTERFACING TO MICROPROCESSORS",1,"CLULEY J C",COMPUTER,"004.62 CLU ",,BK,87.82
111614,1985-06-26,"PASCAL PROGRAMMING",1,"ATKINSON L",COMPUTER,"005.133 ATK ",,BK,137.21
111615,1985-06-26,"UNDERSTANDING DATABASE MANAGEMENT",1,"PRAKASH N",COMPUTER,"005.74 PRA ",,BK,60.30
111616,1985-06-26,MICORPROCESSORSOMICROCOMPUTERS,1,"KHAMBATA A",COMPUTER,"004.16 KHA ",,BK,100.98
111617,1985-06-26,"OEM SYSTEMS HANDBOOK",1,INTEL,COMPUTER,"621.381 MAN",,BK,270.00
111618,1985-06-26,"MICROPROCESSORS & PERIPHERAL HANDBOOK",1,INTEL,COMPUTER,"621.381 MAN",,BK,247.50
111619,1985-06-26,"MULTIPROCESSORS OPERATING SYSTEM",1,"JOSEPH M",COMPUTER,"005.4475 JOS ",,BK,379.57
111620,1985-06-26,"ADV PROG & PROBLEM SOLVING WITH PASCAL",1,"SCHNEIDER G M   ",COMPUTER,"005.133 SCH ",,BK,99.79
111621,1985-06-26,"UNDERSTANDING DBASE II",1,"SIMPSON A",COMPUTER,"005.133 SIM ",,BK,81.00
111622,1985-06-26,MICROCOMPUTEROMICROPROCESSOR,1,"HILBURN J L",COMPUTER,"004.16 HIL ",,BK,35.10
111623,1985-06-26,"DIGITAL COMPUTER DESIGN PRINCIPALS",1,"BHUJADE M R",COMPUTER,"621.392 BHU",,BK,213.25
111624,1985-06-26,"68000 ASSEMBLY LANGUAGE PROGRAMMING",1,"LEVENTHAL A",COMPUTER,"005.136 LEV ",,BK,213.25
111625,1985-06-26,"INTRODUCTION TO MICROCOMPS VOL 0",1,"OSBORNE A   ",COMPUTER,"004.16 OSB ",,BK,201.37
111626,1985-06-26,"PROGRAMMING THE IBM PC FORTRAN W7",1,"ROUSER R   ",COMPUTER,"005.133 ROU ",,BK,231.66
111627,1985-06-26,"CP/M HANDBOOK WITH MP/M APPLICATIONS",1,"ZAKS R",COMPUTER,"005.406 ROD ",,BK,67.50
111628,1985-06-25,"COBOL PROGRAMMING WITH BUSINESS APPLI",,SARADA,COMPUTER,"005.133 COB ",,BK,
111629,1985-06-26,"ADVANCED BASIC (APPLI F PROBLEMSI",1,"COAN J S",COMPUTER,"005.133 COA ",,BK,42.30
111630,1985-06-26,"SOFTWARE ENGINEERING CONCEPTS",1,"FAIRLEY R",COMPUTER,"005.1 FAI ",,BK,522.13
111631,1985-06-26,PASCAL,1,"HEISERMAN L",COMPUTER,"005.133 HEI ",,BK,136.62
111632,1985-06-26,"COMPUTERS & PROGRAMMING",1,"SCHEIF F",COMPUTER,"005.1 SCH ",,BK,46.93
111633,1985-06-26,"DATA PROCESSING",1,"LIPSCHUDZ M M",COMPUTER,"005.74 LIF ",,BK,35.05
111634,1985-06-26,"DIGITAL COMPUTER F LOGIC CIRCUIT",1,"TEDESCHI   ","E &amp; TC","621.3916 TED",,BK,72.00
111635,1985-06-26,"PROBLEMS FOR COMPUTER SOLUTIONS-FORTRAN",,"WALKER H M",COMPUTER,"005.133 WAL ",,BK,72.00
111636,1985-06-26,"FUNDAMENTALS OF MICROCOMPUTERS F PROGRAMMING",1,"WAGNER J J",COMPUTER,"004.16 WAG ",,BK,415.21
111637,1985-06-26,"PROGRAMMING IN STRUCTRAL BASIC",1,"BRINKMEN R",COMPUTER,"005.133 BRI ",,BK,237.01
111638,1985-06-26,"PASCAL PROGRAMMING F PROBLEM SOLVING",1,"LEESTMA S",COMPUTER,"005.133 LEE ",,BK,260.77
111639,1985-06-27,"MICROPROCESSORS F DIGITAL SYSTEMS",1,"HALL D",COMPUTER,"004.16 HAL ",,BK,106.33
111640,1985-06-27,"CONTROL SYSTEMS ENGINEERING",1,"NAGRATH   ","E &amp; TC","003.5 NAG ",,BK,32.40
111641,1985-06-27,"INTRODUCTION TO MICROPROCESSORS",1,"LEVENTHAL A",COMPUTER,"004.16 LEV ",,BK,46.80
111642,1985-06-27,DATABASE,1,"ATRE S",COMPUTER,"005.74 DAT ",,BK,106.33
111643,1985-06-27,"AUTOMATIC CONTROL SYSTEMS",1,"THALER GEORGE J","E &amp; TC","629.8 THA",,BK,0.01
111644,1985-06-27,"DIGITAL HARDWARE DESIGN",1,"PEATMAN J",COMPUTER,"621.3819 PEA",,BK,86.13
111645,1985-06-27,"ELECTRIC DRIVE",1,"CHILIKIN M",Computer,"621.3976 CHI",,BK,13.50
111646,1985-06-27,"COMMUNICATION SYSTEMS",1,LATHI,"E &amp; TC","621.38 LAT",,BK,28.80
111647,1985-06-27,"COMMUNICATION SYSTEMS",1,"SIMON H","E &amp; TC","621.38 HAY",,BK,31.50
111648,1985-06-27,"OPERATING SYSTEMS",1,"MADNIK   ",COMPUTER,"005.43 MAD ",,BK,98.01
111649,1985-06-27,"DATA STRUCTURE & ALGORITHMS",1,"AHO A V   ",COMPUTER,"005.73 AHO ",,BK,205.90
111650,1985-06-27,"INTRODUCTION TO MICORCOMPOMICROPRO",1,"ZAKS R",COMPUTER,"004.16 ZAK ",,BK,54.00
111651,1985-06-27,"8085 MICROPROCESSOR VOL Q",1,"BOYET H",COMPUTER,"004.16 BOY ",,BK,382.50
111652,1985-06-27,"8085/SDK 85 VOL II",1,"BOYET H",COMPUTER,"004.16 BOY ",,BK,382.50
111653,1985-06-27,"COMPUTERS F INF SYSTEMS",1,"GORE M R   ",COMPUTER,"004 GOR ",,BK,89.10
111654,1985-06-27,"I/O PROCESSORS HANDBOOK",1,"OSBORNE  A",COMPUTER,"004.16 OSB ",,BK,83.03
111655,1985-06-27,"NUMERICAL METHODS WITH FORTRAN IV  CASE STUDIES",1,DORN,COMPUTER,"519.4 DOR",,BK,474.61
111656,1985-06-27,"INTRODUCTION TO PROGRAMMING & PASCAL",1,"COLLINS W J",COMPUTER,"005.133 COL ",,BK,237.01
111657,1985-06-27,"POWER SUPPLIES - SWITCHING REGUL INVERTOR F CONVER",1,GOTTlLIEB,"E &amp; TC","621.31044 GOT",,BK,135.00
111658,1985-06-27,"DIGITAL & ANALOG COMMU SYSTEM",,"SHANMUGAM K","E &amp; TC","621.382 ",,BK,
111659,1985-06-27,"COMPILER CONSTRUCTION FOR DIGITAL COMPUTERS",1,"GRIES D",COMPUTER,"005.453 GRI ",,BK,118.80
111660,1985-06-27,"SIGNALS & LINEAR SYSTEMS",1,"GABEL   ","E &amp; TC","620.72 GAP",,BK,124.74
111661,1985-06-27,"FUNDAMENTAL ALGORITHMS",1,KNUTH,COMPUTER,"005.12 KNU ",,BK,154.44
111662,1985-06-27,"PRINCIPAL OF DATABASE SYSTEMS",1,"PITMAN J C",COMPUTER,"005.74 ULL ",,BK,49.50
111663,1985-06-27,"DIGITAL SYSTEMS/HARDWARE ORGN F DESIGN",1,"HILL F",COMPUTER,"621.387 HIL",,BK,152.66
111664,1985-06-27,"COMPILER CONSTRUCTION PRINCIPALS F PRACTICE",1,"DHAMDHERE D. M.",COMPUTER,"005.26 DHA ",,BK,42.53
111665,1985-06-27,"INTRODUCTION TO DATABASE SYSTEM",1,"DATE C J",COMPUTER,"005.74 DAT ",,BK,189.49
111666,1985-06-27,"BASIC ELECTRONICS SOLID STATE",1,"THERAJA B L","E &amp; TC","621.381 THE",,BK,153.00
111667,1985-06-27,"TTL COOK BOOK",1,LANCASTER,"E &amp; TC","621.3817 LAM",,BK,153.85
111668,1985-06-27,"Z80 MICROCOMPUTER HANDBOOK",1,"BARDER W",COMPUTER,"006.16 BAR",,BK,165.74
111669,1985-06-27,"MICROPROCESSORS IN INDUSTRY",1,"HORDESKI M",COMPUTER,"004.16 HOR ",,BK,588.06
111670,1985-06-27,"REAL TIME COMPUTER CONTROL",1,"BENNETTS S",COMPUTER,"629.89 BEN",,BK,295.20
111671,1985-06-27,"MICROPROCESSOR CIRCUIT VOL I",1,"NOLL E M",COMPUTER,"004.16 NOL ",,BK,25.20
111672,1985-06-27,"ELECTRIC MACHINES",1,"NAGRATH   ",Computer,"621.3 NAG",,BK,35.10
111673,1985-06-27,"MICROPROCESSOR CIRCUIT VOL II",1,"NOLL E M",COMPUTER,"004.16 NOL ",,BK,118.21
111674,1985-06-27,"OPERATING SYSTEMS PRINCIPLES",1,"KURZBAN S A",COMPUTER,"005.43 KUR ",,BK,409.86
111675,1985-06-27,"LOGIC:A COMPUTER APPROACH",1,"DIPERT R R",COMPUTER,"621.395 DIP",,BK,296.41
111676,1985-06-27,"NUMERICAL METHODS FOR ENGINEERS",1,"CANALE R P",COMPUTER,"519.4 CAN",,BK,522.13
111677,1985-06-27,"DIGITAL CONTROL",1,"HOUPIS C H","E &amp; TC","621.385 HOU",,BK,522.13
111678,1985-06-27,"CO-ORDINATED COMPUTING",1,"FILMAN R E",COMPUTER,"005.74 FIL ",,BK,504.90
111679,1985-06-27,"PROCESS CONTROL INSTRUMENTATION TECHNOLOGY",1,"JOHNSON C D","E &amp; TC","621.37 JOH",,BK,99.78
111680,1985-06-27,"SWITCHING THEORY F LOGICAL DESIGN",1,"HILL F","E &amp; TC","621.3815 HIL",,BK,124.74
111681,1985-06-27,"DIGITAL DESIGN WITH STD MSI F LSI",1,"BLAKESLEE T R","E &amp; TC","621.3819 BLA",,BK,96.82
111682,1985-06-27,"DIGITAL ELECTRONICS",1st,"KERSHAW JHON","E &amp; TC","621.395 KER",,BK,316.15
111683,1985-06-30,"TEACH YOURSELF ANSI C++ IN21 DAYS",1,"LIBERTY J   ",COMPUTER,"004.16 HAL ",,BK,106.33
111684,1985-06-30,"MICROPROCESSORS & DIGITAL SYSTEMS",1,"DOUGLAS HALL",COMPUTER,"004.16 HAL ",,BK,118.14
111685,1985-06-30,"MICROPROCESSORS & DIGITAL SYSTEMS",1,"DOUGLAS HALL",COMPUTER,"004.16 HAL ",,BK,118.14
111686,1985-06-30,"MICROPROCESSORS & DIGITAL SYSTEMS",1,"DOUGLAS HALL",COMPUTER,"004.16 HAL ",,BK,118.14
111687,1985-06-30,"SYSTEMS PROGRAMMING",1,"DONOVAN JOHN",COMPUTER,"005.42 DON ",,BK,99.00
111688,1985-06-30,"SYSTEMS PROGRAMMING",1,"DONOVAN JOHN",COMPUTER,"005.42 DON ",,BK,99.00
111689,1985-06-30,"SYSTEMS PROGRAMMING",1,"DONOVAN JOHN",COMPUTER,"005.42 DON ",,BK,99.00
111690,1985-06-30,"SYSTEMS PROGRAMMING",1,"DONOVAN JOHN",COMPUTER,"005.42 DON ",,BK,99.00
111691,1985-06-30,"SWITCHING THEORY & LOGICAL DESIGN",1,"FREDRICK J.H.   ","E &amp; TC","621.381 HIL ",,BK,138.60
111692,1998-06-30,"SWITCHING THERORY & LOGICAL DESIGN",1,"FREDRICK J.H.","E &amp; TC","621.381 HIL ",,BK,124.74
111693,1985-06-30,"ELECTRONIC COMMUNICATION",1,"RODDY   ","E &amp; TC","621.3822 ROD",,BK,65.00
111694,1985-06-30,"ELECTRONIC COMMUNICATION",1,"RODDY   ","E &amp; TC","621.3822 ROD",,BK,65.00
111695,1985-06-30,"ELECTRONIC COMMUNICATION",1,"RODDY   ","E &amp; TC","621.3822 ROD",,BK,65.00
111696,1985-06-30,"ELECTRONIC COMMUNICATION",1,"RODDY   ","E &amp; TC","621.3822 ROD",,BK,65.00
111697,1985-06-30,"ELECTRONIC COMMUNICATION",1,"ROODY   ","E &amp; TC","621.382 ROD",,BK,65.00
111698,1985-06-30,"FUNDAMENTALS OF DATA STRUCTURES",1,"HOROWITZ E   ",COMPUTER,"005.73 HOR ",,BK,40.00
111699,1985-06-30,"FUNDAMENTALS OF DATA STRUCTURE",1,"HOROWITZ E   ",COMPUTER,"005.73 HOR ",,BK,40.00
111700,1985-06-30,"FUNDAMENTALS OF DATA STRUCTURE",1,"HOROWITZ E   ",COMPUTER,"005.73 HOR ",,BK,40.00
111701,1985-06-30,"FUNDAMENTALS OF DATA STRUCTURE",1,"HOROWITZ E   ",COMPUTER,"005.73 HOR ",,BK,40.00
111702,1985-06-30,"FUNDAMENTALS OF DATA STRUCTURE",1,"HOROWITZ E   ",COMPUTER,"005.73 HOR ",,BK,40.00
111703,1985-06-30,"DIGITAL HARDWARE DESIGN",1,"PEATMAN JOHN",COMPUTER,"621.3819 PEA",,BK,95.70
111704,1985-06-30,"DIGITAL HARDWARE DESIGN",1,"PEATMAN JOHN",COMPUTER,"621.3819 PEA",,BK,95.70
111705,1985-06-30,"DIGITAL HARDWARE DESIGN",1,"PEATMAN JOHN",COMPUTER,"621.3819 PEA",,BK,95.70
111706,1985-06-30,"INTRODUCTION TO COMPUTER HARDWARE & SOFTWARE DESIG",1,"BOOTH T L",COMPUTER,"621.381 BOO",,BK,152.46
111707,1985-08-07,"INTRODUCTION TO ROBOTICS",1,"CRICHLOW A J",COMPUTER,"629.892 CRI",,BK,415.80
111708,1985-08-07,"COMPUTER PROGRAMMING IN FORTRAN IV",1,RAJARAMAN,COMPUTER,"005.133 RAJ ",,BK,30.00
