"cardnumber";"barcode";"rating";"valid";"userSrNo"
"C2K18106009";"11112896";1;0;768
"C2K18106009";"11117231";4;0;768
"C2K18106009";"11121373";3;0;768
"C2K18106010";"11113824";1;0;769
"C2K18106010";"11116489";3;0;769
"C2K18106010";"11117231";1;0;769
"C2K18106010";"11125182";3;0;769
"C2K18106010";"224DB0167";4;0;769
"C2K18106012";"11113824";3;0;770
"C2K18106012";"11117188";1;0;770
"C2K18106013";"11127717";1;0;771
"C2K18106017";"11113197";2;0;775
"C2K18106017";"11114380";2;0;775
"C2K18106017";"11117188";4;0;775
"C2K18106017";"11122121";1;0;775
"C2K18106017";"11125077";2;0;775
"C2K18106017";"11128042";1;0;775
"C2K18106019";"11114241";4;0;777
"C2K18106020";"11110820";3;0;778
"C2K18106020";"1111181";3;0;778
"C2K18106020";"11113985";5;0;778
"C2K18106020";"11117231";2;0;778
"C2K18106020";"11120223";3;0;778
"C2K18106020";"11120458";2;0;778
"C2K18106020";"11122121";3;0;778
"C2K18106020";"11123505";1;0;778
"C2K18106020";"224DB0167";2;0;778
"C2K18106021";"11113824";4;0;779
"C2K18106021";"11122065";5;0;779
"C2K18106022";"11113910";2;0;780
"C2K18106025";"11113824";2;0;783
"C2K18106025";"11114427";5;0;783
"C2K18106025";"11122121";4;0;783
"C2K18106027";"11117188";2;0;784
"C2K18106029";"11117231";4;0;786
"C2K18106029";"11121592";4;0;786
"C2K18106029";"11126025";5;0;786
"C2K18106029";"224DB0610";5;0;786
"C2K18106030";"11114241";1;0;787
"C2K18106030";"11117188";3;0;787
"C2K18106030";"11117231";5;0;787
"C2K18106031";"1111181";3;0;788
"C2K18106031";"11119732";2;0;788
"C2K18106033";"11116743";2;0;790
"C2K18106037";"11119095";1;0;794
"C2K18106038";"11112424";4;0;795
"C2K18106038";"11113641";3;0;795
"C2K18106038";"11115203";5;0;795
"C2K18106040";"11113824";1;0;797
"C2K18106041";"11116784";4;0;798
"C2K18106041";"11119366";1;0;798
"C2K18106043";"1111181";5;0;800
"C2K18106046";"11119146";3;0;803
"C2K18106049";"11114455";4;0;805
"C2K18106049";"11117188";3;0;805
"C2K18106049";"11124851";4;0;805
"C2K18106050";"11110779";3;0;806
"C2K18106050";"11111445";4;0;806
"C2K18106052";"1111181";1;0;808
"C2K18106053";"11114711";5;0;809
"C2K18106053";"11117231";5;0;809
"C2K18106054";"11113560";4;0;810
"C2K18106054";"11117231";5;0;810
"C2K18106057";"11110406";3;0;812
"C2K18106057";"11113824";1;0;812
"C2K18106057";"11116540";5;0;812
"C2K18106057";"11119366";2;0;812
"C2K18106057";"11125062";3;0;812
"C2K18106059";"11110920";2;0;814
"C2K18106059";"224DB0167";5;0;814
"C2K18106064";"11112186";5;0;817
"C2K18106064";"11113824";5;0;817
"C2K18106064";"11114455";2;0;817
"C2K18106064";"11115152";4;0;817
"C2K18106064";"11116540";1;0;817
"C2K18106064";"11117188";4;0;817
"C2K18106064";"11117441";2;0;817
"C2K18106064";"11124450";5;0;817
"C2K18106064";"11125023";1;0;817
"C2K18106064";"11127717";1;0;817
"C2K18106064";"11127764";5;0;817
"C2K18106064";"224DB0167";1;0;817
"C2K18106064";"224DB0501";2;0;817
"C2K18106065";"11111318";5;0;818
"C2K18106065";"11111384";5;0;818
"C2K18106065";"11113824";1;0;818
"C2K18106065";"11113985";5;0;818
"C2K18106065";"11114380";5;0;818
"C2K18106068";"11112184";4;0;820
"C2K18106068";"11119095";3;0;820
"C2K18106072";"11112184";5;0;822
"C2K18106072";"11112424";2;0;822
"C2K18106072";"11112490";3;0;822
"C2K18106072";"11119366";2;0;822
"C2K18106072";"11122862";5;0;822
"C2K18106072";"11127717";4;0;822
"C2K18106075";"11113824";2;0;825
"C2K18106075";"11117231";5;0;825
"C2K18106075";"11122065";2;0;825
"C2K18106075";"11127717";5;0;825
"C2K18106076";"11112184";2;0;826
"C2K18106076";"11112759";1;0;826
"C2K18106076";"11113197";2;0;826
"C2K18106077";"11110760";2;0;827
"C2K18106077";"11110920";3;0;827
"C2K18106077";"11111445";4;0;827
"C2K18106077";"11113560";5;0;827
"C2K18106077";"11116401";2;0;827
"C2K18106077";"11117188";1;0;827
"C2K18106077";"11117231";4;0;827
"C2K18106077";"1111724";1;0;827
"C2K18106077";"11118041";4;0;827
"C2K18106077";"11119055";4;0;827
"C2K18106077";"11120421";4;0;827
"C2K18106077";"11125378";3;0;827
"C2K18106077";"11127251";1;0;827
"C2K18106078";"11116474";2;0;828
"C2K18106078";"11118798";1;0;828
"C2K18106079";"11110406";3;0;829
"C2K18106079";"11112896";4;0;829
"C2K18106079";"11115203";3;0;829
"C2K18106079";"11127717";4;0;829
"C2K18106079";"11127811";2;0;829
"C2K18106079";"224DB0167";1;0;829
"C2K18106080";"11110920";1;0;830
"C2K18106080";"11117231";5;0;830
"C2K18106084";"11110052";5;0;832
"C2K18106084";"11111445";4;0;832
"C2K18106084";"11112896";3;0;832
"C2K18106084";"11113824";1;0;832
"C2K18106084";"11113910";1;0;832
"C2K18106084";"11114455";5;0;832
"C2K18106084";"11125023";5;0;832
"C2K18106084";"224DB0167";2;0;832
"C2K18106085";"11114241";2;0;833
"C2K18106086";"11113824";2;0;834
"C2K18106086";"224DB0043";4;1;834
"C2K18106087";"11110403";1;0;835
"C2K18106087";"11110909";3;0;835
"C2K18106087";"11113621";2;0;835
"C2K18106087";"11117021";3;0;835
"C2K18106087";"11117188";2;0;835
"C2K18106087";"11118329";1;0;835
"C2K18106087";"11119095";1;0;835
"C2K18106087";"11119720";4;0;835
"C2K18106087";"11124851";3;0;835
"C2K18106090";"11110170";3;0;838
"C2K18106090";"11110406";2;0;838
"C2K18106090";"11110760";4;0;838
"C2K18106090";"11110862";4;0;838
"C2K18106090";"11111681";4;0;838
"C2K18106090";"11112351";5;0;838
"C2K18106090";"11113390";1;0;838
"C2K18106090";"11113824";4;0;838
"C2K18106090";"11114380";2;0;838
"C2K18106090";"11114455";2;0;838
"C2K18106090";"11115141";3;0;838
"C2K18106090";"11116540";1;0;838
"C2K18106090";"11117231";3;0;838
"C2K18106090";"11124851";4;0;838
"C2K18106090";"11125062";4;0;838
"C2K18106090";"11125182";3;0;838
"C2K18106090";"11125378";5;0;838
"C2K18106091";"11112184";5;0;839
"C2K18106091";"11117231";4;0;839
"C2K18106091";"11125023";1;0;839
"C2K18106091";"11125378";5;0;839
"C2K18106092";"11111910";1;0;840
"C2K18106092";"11114380";3;0;840
"C2K18106092";"11115458";3;0;840
"C2K18106092";"11117231";3;0;840
"C2K18106092";"11120271";5;0;840
"C2K18106092";"11126512";4;0;840
"C2K18106096";"11111807";4;0;843
"C2K18106096";"11113463";1;0;843
"C2K18106096";"11113560";4;0;843
"C2K18106096";"11113634";5;0;843
"C2K18106096";"11114303";3;0;843
"C2K18106096";"11114781";4;0;843
"C2K18106096";"11114790";1;0;843
"C2K18106096";"11115537";2;0;843
"C2K18106096";"11116334";5;0;843
"C2K18106096";"11116530";2;0;843
"C2K18106096";"11116824";3;0;843
"C2K18106096";"11117231";4;0;843
"C2K18106096";"11120311";2;0;843
"C2K18106096";"11121124";1;0;843
"C2K18106096";"11121240";5;0;843
"C2K18106096";"11125305";3;0;843
"C2K18106096";"11126273";1;0;843
"C2K18106096";"11127023";2;0;843
"C2K18106097";"11110920";5;0;844
"C2K18106097";"11112424";1;0;844
"C2K18106097";"11113824";4;0;844
"C2K18106097";"11116540";4;1;844
"C2K18106097";"224DB0043";5;1;844
"C2K18106097";"224DB0188";4;1;844
"C2K18106097";"224DB0278";5;1;844
"C2K18106099";"11114241";1;0;846
"C2K18106100";"11114303";3;0;847
"C2K18106100";"11114380";2;0;847
"C2K18106100";"11117231";3;0;847
"C2K18106100";"11128042";2;0;847
"C2K18106101";"11114380";5;0;848
"C2K18106101";"11122567";1;0;848
"C2K18106101";"11122681";5;0;848
"C2K18106101";"11128253";5;0;848
"C2K18106102";"11110406";5;0;849
"C2K18106102";"11112896";3;0;849
"C2K18106102";"11113197";3;0;849
"C2K18106102";"11117069";5;0;849
"C2K18106103";"11110760";4;0;850
"C2K18106103";"11113986";2;0;850
"C2K18106103";"11119113";1;0;850
"C2K18106103";"11119720";3;0;850
"C2K18106105";"11117188";1;0;851
"C2K18106105";"11127501";1;0;851
"C2K18106107";"11112896";2;0;853
"C2K18106107";"11119767";5;0;853
"C2K18106109";"11119720";2;0;854
"C2K18106110";"11112424";5;0;855
"C2K18106110";"11113824";4;0;855
"C2K18106110";"11114380";1;0;855
"C2K18106110";"11117231";4;0;855
"C2K18106111";"11114380";1;0;856
"C2K18106111";"11116401";3;0;856
"C2K18106111";"11117231";1;0;856
"C2K18106112";"11117634";2;0;857
"C2K18106113";"11121151";1;0;858
"C2K18106114";"11111445";4;0;859
"C2K18106118";"11110406";3;0;863
"C2K18106118";"11112896";2;0;863
"C2K18106118";"11117231";1;0;863
"C2K18106119";"11117231";5;0;864
"C2K18207272";"11110124";1;0;866
"C2K18207272";"11125991";5;0;866
"C2K18207272";"11127981";3;0;866
"C2K18207274";"11113872";4;0;868
"C2K18207274";"11126133";2;0;868
"C2K18207274";"11128032";3;0;868
"C2K18207275";"11111352";1;0;869
"C2K18207277";"11110037";2;0;871
"C2K18207277";"11110146";4;0;871
"C2K18207277";"11110843";4;0;871
"C2K18207277";"11128426";3;0;871
"C2K18207278";"11119366";3;0;872
"C2K18207280";"11110124";4;0;874
"C2K18207280";"11123790";5;0;874
"C2K18207282";"11110146";1;0;876
"C2K18207282";"11110406";5;0;876
"C2K18207282";"11110463";5;0;876
"C2K18207282";"11114070";5;0;876
"C2K18207282";"11114451";1;0;876
"C2K18207282";"11119366";2;0;876
"C2K18207282";"11122137";4;0;876
"C2K18207282";"11128032";4;0;876
"C2K18207282";"224DB0552";4;0;876
"C2K18207283";"11111323";2;0;877
"C2K18207283";"11111352";4;0;877
"C2K18207283";"11112190";3;0;877
"C2K18207283";"11117228";4;0;877
"C2K18207284";"11110124";3;0;878
"C2K18207284";"11111582";1;0;878
"C2K18207284";"11113766";5;0;878
"C2K18207284";"11119080";4;0;878
"C2K18207284";"11119722";3;0;878
"C2K18207284";"11122563";3;0;878
"C2K18207284";"11122567";2;0;878
"C2K18207284";"11123790";3;0;878
"C2K18207284";"11127258";2;0;878
"C2K18207284";"11127261";2;0;878
"C2K18207284";"11127927";1;0;878
"C2K18207284";"224DB1284";4;0;878
"C2K18207284";"224DB1427";3;0;878
"C2K18207284";"224DB1468";4;0;878
"C2K18207285";"11113262";2;0;879
"C2K18207285";"11128417";2;0;879
"C2K18207286";"11110124";3;0;880
"C2K18207286";"11127981";4;0;880
"C2K18207286";"224DB1427";3;0;880
"C2K18207288";"11126487";1;0;881
"C2K18207288";"11128044";2;0;881
"C2K18207288";"224DB0167";3;0;881
"C2K18207289";"11110639";1;0;882
"C2K18207291";"11114070";5;0;884
"C2K18207291";"11122184";5;0;884
"C2K18207291";"11128032";1;0;884
"C2K18207294";"11113018";3;0;887
"C2K18207295";"11110124";5;0;888
"C2K18207295";"11111352";3;0;888
"C2K18207295";"11117188";2;0;888
"C2K18207295";"11117231";2;0;888
"C2K18207295";"11117648";2;0;888
"C2K18207295";"11121002";5;0;888
"C2K18207295";"11122137";1;0;888
"C2K18207295";"11127361";3;0;888
"C2K18207295";"11128032";5;0;888
"C2K18207296";"11110124";1;0;889
"C2K18207296";"11122327";4;0;889
"C2K18207296";"224DB1427";2;0;889
"C2K18207297";"11110124";5;0;890
"C2K18207299";"11119722";3;0;891
"C2K18207299";"11126487";5;0;891
"C2K18207299";"11127759";1;0;891
"C2K18207299";"224DB0297";3;0;891
"C2K18207300";"11110909";1;0;892
"C2K18207300";"11120873";4;0;892
"C2K18207301";"11111164";5;0;893
"C2K18207301";"11111323";1;0;893
"C2K18207301";"11117692";2;0;893
"C2K18207301";"11118430";1;0;893
"C2K18207301";"11119722";5;0;893
"C2K18207301";"11122567";3;0;893
"C2K18207301";"11126362";4;0;893
"C2K18207301";"11127260";3;0;893
"C2K18207301";"11128478";1;0;893
"C2K18207303";"11110124";2;0;895
"C2K18207303";"11110146";1;0;895
"C2K18207303";"11111352";3;0;895
"C2K18207303";"11111582";2;0;895
"C2K18207303";"11113766";2;0;895
"C2K18207303";"11123155";2;0;895
"C2K18207303";"11124418";4;0;895
"C2K18207303";"11128032";4;0;895
"C2K18207305";"11110124";4;0;897
"C2K18207305";"11110567";2;0;897
"C2K18207305";"11113262";1;0;897
"C2K18207305";"11114303";5;0;897
"C2K18207305";"11114451";4;0;897
"C2K18207305";"11117648";4;0;897
"C2K18207305";"11118948";3;0;897
"C2K18207305";"11123389";4;0;897
"C2K18207305";"11127762";2;0;897
"C2K18207305";"11128032";5;0;897
"C2K18207305";"11128339";2;0;897
"C2K18207305";"224DB1026";4;0;897
"C2K18207306";"11119118";2;0;898
"C2K18207306";"11119722";4;0;898
"C2K18207306";"11120873";2;0;898
"C2K18207306";"11125991";4;0;898
"C2K18207306";"224DB1372";2;0;898
"C2K18207307";"224DB0783";2;0;899
"C2K18207308";"11117516";1;0;900
"C2K18207309";"11111582";1;0;901
"C2K18207309";"11113766";5;0;901
"C2K18207309";"224DB1427";4;0;901
"C2K18207310";"11114573";3;0;902
"C2K18207310";"11125991";4;0;902
"C2K18207310";"224DB0783";5;0;902
"c2k18207313";"11110124";1;0;905
"c2k18207313";"11111445";5;0;905
"c2k18207313";"11113677";4;0;905
"c2k18207313";"11114133";3;0;905
"c2k18207313";"11114451";4;0;905
"c2k18207313";"11117648";4;0;905
"c2k18207313";"11119080";1;0;905
"c2k18207313";"11119146";3;0;905
"c2k18207313";"11119366";3;0;905
"c2k18207313";"11120794";2;0;905
"c2k18207313";"11122562";1;0;905
"c2k18207313";"11123386";2;0;905
"c2k18207313";"11123790";2;0;905
"c2k18207313";"11124928";1;0;905
"c2k18207313";"11125433";3;0;905
"c2k18207313";"11125991";4;0;905
"c2k18207313";"11126196";2;0;905
"c2k18207313";"11126211";4;0;905
"c2k18207313";"11127278";5;0;905
"c2k18207313";"11127779";4;0;905
"c2k18207313";"11127981";1;0;905
"c2k18207313";"11128032";5;0;905
"c2k18207313";"11128115";5;0;905
"c2k18207313";"11128172";4;0;905
"c2k18207313";"11128354";5;0;905
"c2k18207313";"11128417";2;0;905
"c2k18207313";"11128483";4;0;905
"c2k18207313";"224DB0896";4;0;905
"c2k18207313";"224DB1597";5;0;905
"C2K18207314";"11113869";5;0;906
"C2K18207314";"11114451";4;0;906
"C2K18207314";"11126133";1;0;906
"C2K18207315";"11114451";2;0;907
"C2K18207315";"11128417";4;0;907
"C2K18207317";"11114578";2;0;909
"C2K18207317";"11127501";4;0;909
"C2K18207318";"11110146";4;0;910
"C2K18207318";"11114451";2;0;910
"C2K18207318";"11116474";1;0;910
"C2K18207318";"11117231";1;0;910
"C2K19106122";"1111476";5;0;913
"C2K19106122";"11115269";5;0;913
"C2K19106122";"11115396";3;0;913
"C2K19106122";"11121622";1;0;913
"C2K19106122";"1119762";3;0;913
"C2K19106123";"111108";1;0;914
"C2K19106123";"11111417";3;0;914
"C2K19106123";"11113270";1;0;914
"C2K19106123";"1111476";4;0;914
"C2K19106123";"11115334";4;0;914
"C2K19106124";"11110760";5;0;915
"C2K19106124";"11111357";5;0;915
"C2K19106124";"11112092";2;0;915
"C2K19106124";"11112242";3;0;915
"C2K19106124";"11115043";1;0;915
"C2K19106124";"11115141";3;0;915
"C2K19106124";"11117021";3;0;915
"C2K19106124";"11117231";2;0;915
"C2K19106124";"11119095";4;0;915
"C2K19106124";"11119720";4;0;915
"C2K19106124";"11120692";4;0;915
"C2K19106124";"11120873";2;0;915
"C2K19106125";"11113910";3;0;916
"C2K19106125";"224DB1470";4;0;916
"C2K19106126";"11128478";3;0;917
"C2K19106127";"11112759";3;0;918
"C2K19106127";"11112896";3;0;918
"C2K19106127";"11113262";5;0;918
"C2K19106127";"11119080";5;0;918
"C2K19106127";"224DB0070";2;0;918
"C2K19106128";"11112";4;0;919
"C2K19106128";"11113910";4;0;919
"C2K19106128";"11114815";2;0;919
"C2K19106129";"11115457";3;0;920
"C2K19106131";"11120541";1;0;922
"C2K19106136";"11115223";2;0;927
"C2K19106136";"11124256";4;0;927
"C2K19106137";"11110406";2;0;928
"C2K19106137";"111108";4;0;928
"C2K19106137";"11112896";5;0;928
"C2K19106137";"11119278";5;0;928
"C2K19106137";"11123388";2;0;928
"C2K19106138";"11115269";4;0;929
"C2K19106140";"11113875";4;0;931
"C2K19106140";"11114597";5;0;931
"C2K19106143";"1111308";2;0;933
"C2K19106143";"1111476";3;0;933
"C2K19106143";"11115210";5;0;933
"C2K19106143";"11119366";3;0;933
"C2K19106143";"11121992";3;0;933
"C2K19106144";"11113875";4;0;934
"C2K19106144";"11115269";1;0;934
"C2K19106144";"224DB1403";4;0;934
"C2K19106147";"11113875";2;0;936
"C2K19106147";"11128478";1;0;936
"C2K19106153";"11110909";1;0;941
"C2K19106153";"11113875";2;0;941
"C2K19106155";"1111107";1;0;943
"C2K19106155";"111113";3;0;943
"C2K19106155";"1111476";1;0;943
"C2K19106155";"11120692";2;0;943
"C2K19106155";"11124256";2;0;943
"C2K19106157";"11114";5;0;944
"C2K19106157";"11120955";4;0;944
"C2K19106158";"111113";3;0;945
"C2K19106158";"11113638";2;0;945
"C2K19106158";"11115043";2;0;945
"C2K19106158";"11119935";3;0;945
"C2K19106161";"1111476";5;0;948
"C2K19106161";"1111497";3;0;948
"C2K19106161";"11124107";5;0;948
"C2K19106161";"11124178";1;0;948
"C2K19106161";"11128478";2;0;948
"C2K19106162";"11115141";1;0;949
"C2K19106163";"11113875";3;0;950
"C2K19106163";"1111476";4;0;950
"C2K19106163";"11124178";2;0;950
"C2K19106165";"11117856";4;0;952
"C2K19106166";"11112";5;0;953
"C2K19106166";"11115334";5;0;953
"C2K19106166";"11119263";2;0;953
"C2K19106166";"11121026";4;0;953
"C2K19106167";"11114446";2;0;954
"C2K19106167";"11124251";5;0;954
"C2K19106167";"11128478";2;0;954
"C2K19106169";"11115043";4;0;956
"C2K19106169";"11120692";5;0;956
"C2K19106169";"11127811";4;0;956
"C2K19106171";"1111107";1;0;958
"C2K19106171";"11120692";1;0;958
"C2K19106172";"11112";5;0;959
"C2K19106172";"11113875";5;0;959
"C2K19106172";"11115396";5;0;959
"C2K19106173";"11115223";5;0;960
"C2K19106173";"11115334";1;0;960
"C2K19106174";"11110406";1;0;961
"C2K19106174";"1111107";3;0;961
"C2K19106174";"11111417";1;0;961
"C2K19106174";"11112";3;0;961
"C2K19106174";"11113197";2;0;961
"C2K19106174";"11113984";5;0;961
"C2K19106174";"11115141";1;0;961
"C2K19106174";"11115203";2;0;961
"C2K19106174";"11118921";1;0;961
"C2K19106176";"11115141";2;0;962
"C2K19106176";"11120458";4;0;962
"C2K19106176";"11120692";4;0;962
"C2K19106179";"1111476";1;0;965
"C2K19106179";"1119763";2;0;965
"C2K19106180";"11110406";2;0;966
"C2K19106180";"1111107";3;0;966
"C2K19106180";"11112896";3;0;966
"C2K19106180";"11115043";1;0;966
"C2K19106180";"11116655";3;0;966
"C2K19106180";"11117821";4;0;966
"C2K19106180";"11120551";5;0;966
"C2K19106180";"11120692";2;0;966
"C2K19106180";"11123388";2;0;966
"C2K19106180";"11127710";5;0;966
"C2K19106180";"11127790";1;0;966
"C2K19106180";"11127932";2;0;966
"C2K19106180";"11128252";2;0;966
"C2K19106181";"11110760";3;0;967
"C2K19106181";"111113";4;0;967
"C2K19106181";"11113910";3;0;967
"C2K19106181";"11115043";1;0;967
"C2K19106181";"11120692";4;0;967
"C2K19106181";"11128478";4;0;967
"C2K19106182";"11113824";5;0;968
"C2K19106182";"11120458";2;0;968
"C2K19106183";"224DB1466";1;0;969
"C2K19106184";"11110406";1;0;970
"C2K19106184";"11119720";3;0;970
"C2K19106184";"11120536";2;0;970
"C2K19106184";"11124139";3;0;970
"C2K19106184";"224DB0070";3;0;970
"C2K19106185";"1111107";1;0;971
"C2K19106186";"11110124";5;0;972
"C2K19106186";"11115305";1;0;972
"C2K19106186";"11124178";1;0;972
"C2K19106186";"11126362";3;0;972
"C2K19106186";"11127681";4;0;972
"C2K19106187";"11120692";4;0;973
"C2K19106188";"1111107";2;0;974
"C2K19106188";"111113";5;0;974
"C2K19106188";"11113875";1;0;974
"C2K19106188";"11114387";1;0;974
"C2K19106188";"11117772";5;0;974
"C2K19106188";"11120579";2;0;974
"C2K19106188";"11124178";1;0;974
"C2K19106188";"11128478";2;0;974
"C2K19106189";"11113197";4;0;975
"C2K19106189";"11115043";3;0;975
"C2K19106189";"11115141";3;0;975
"C2K19106189";"11128478";2;0;975
"C2K19106190";"11110406";3;0;976
"C2K19106190";"11113910";3;0;976
"C2K19106190";"11118921";1;0;976
"C2K19106191";"11118356";1;0;977
"C2K19106191";"11119720";1;0;977
"C2K19106191";"11128478";1;0;977
"C2K19106193";"11110406";4;0;979
"C2K19106193";"11111417";2;0;979
"C2K19106193";"11114";4;0;979
"C2K19106193";"1111476";1;0;979
"C2K19106194";"111113";2;0;980
"C2K19106194";"11117772";4;0;980
"C2K19106194";"11124178";5;0;980
"C2K19106195";"1111476";5;0;981
"C2K19106195";"11120955";4;0;981
"C2K19106195";"11124178";2;0;981
"C2K19106196";"11110406";2;0;982
"C2K19106196";"11120692";5;0;982
"C2K19106198";"11113875";3;0;984
"C2K19106199";"11115223";2;0;985
"C2K19106200";"11110406";4;0;986
"C2K19106200";"111108";5;0;986
"C2K19106200";"11112789";2;0;986
"C2K19106200";"11113638";4;0;986
"C2K19106200";"11113875";5;0;986
"C2K19106200";"11115043";2;0;986
"C2K19106200";"11118921";2;0;986
"C2K19106200";"11120636";5;0;986
"C2K19106200";"1118460";4;0;986
"C2K19106201";"11110406";4;0;987
"C2K19106201";"11113638";2;0;987
"C2K19106201";"1112873";1;0;987
"C2K19106202";"11121622";2;0;988
"C2K19106203";"1111441";3;0;989
"C2K19106204";"11113";5;0;990
"C2K19106204";"11124178";5;0;990
"C2K19106205";"11110406";1;0;991
"C2K19106205";"11112896";4;0;991
"C2K19106205";"1111476";3;0;991
"C2K19106205";"11118921";1;0;991
"C2K19106205";"11119762";4;0;991
"C2K19106205";"11120271";3;0;991
"C2K19106205";"224DB0070";5;0;991
"C2K19106206";"111113";2;0;992
"C2K19106206";"11113638";1;0;992
"C2K19106206";"11113875";4;0;992
"C2K19106206";"11114";4;0;992
"C2K19106206";"11120692";5;0;992
"C2K19106206";"11128208";3;0;992
"C2K19106206";"11128497";2;0;992
"C2K19106207";"11110862";2;0;993
"C2K19106207";"11115043";5;0;993
"C2K19106207";"11128478";1;0;993
"C2K19106208";"11115334";5;0;994
"C2K19106209";"11110406";4;0;995
"C2K19106209";"11114733";1;0;995
"C2K19106210";"11111417";2;0;996
"C2K19106210";"11113638";2;0;996
"C2K19106210";"11117021";5;0;996
"C2K19106210";"11117772";3;0;996
"C2K19106210";"11124936";3;0;996
"C2K19106211";"11111095";1;0;997
"C2K19106211";"11112";2;0;997
"C2K19106211";"11113638";3;0;997
"C2K19106211";"11113700";1;0;997
"C2K19106211";"11114112";1;0;997
"C2K19106211";"11115043";5;0;997
"C2K19106211";"11115141";1;0;997
"C2K19106211";"11120692";5;0;997
"C2K19106211";"11123155";5;0;997
"C2K19106211";"11124107";1;0;997
"C2K19106212";"1111107";5;0;998
"C2K19106213";"11121149";1;0;999
"C2K19106213";"224DB0552";1;0;999
"C2K19106214";"111113";5;0;1000
"C2K19106214";"11111417";1;0;1000
"C2K19106214";"11113418";5;0;1000
"C2K19106214";"11114";3;0;1000
"C2K19106214";"11117772";3;0;1000
"C2K19106214";"11120818";3;0;1000
"C2K19106214";"11123840";4;0;1000
"C2K19106214";"11128497";2;0;1000
"C2K19106215";"11111417";5;0;1001
"C2K19106215";"11112896";5;0;1001
"C2K19106215";"11115081";5;0;1001
"C2K19106215";"1117723";5;0;1001
"C2K19106216";"1111107";3;0;1002
"C2K19106216";"111113";5;0;1002
"C2K19106216";"11113875";5;0;1002
"C2K19106216";"11114803";1;0;1002
"C2K19106216";"11114974";4;0;1002
"C2K19106216";"11117772";2;0;1002
"C2K19106216";"11128478";2;0;1002
"C2K19106217";"11110406";1;0;1003
"C2K19106217";"11113638";3;0;1003
"C2K19106217";"11124107";1;0;1003
"C2K19106217";"11128478";2;0;1003
"C2K19106219";"11110406";2;0;1005
"C2K19106219";"11113875";1;0;1005
"C2K19106220";"11113638";2;0;1006
"C2K19106220";"1115";4;0;1006
"C2K19106220";"111510";3;0;1006
"C2K19106221";"1111476";3;0;1007
"C2K19106221";"11124178";3;0;1007
"C2K19106222";"111108";2;0;1008
"C2K19106222";"11114465";1;0;1008
"C2K19106222";"11124178";3;0;1008
"C2K19106223";"11110760";5;0;1009
"C2K19106223";"11115043";2;0;1009
"C2K19106223";"11115379";2;0;1009
"C2K19106223";"11120692";1;0;1009
"C2K19106224";"11115141";4;0;1010
"C2K19106224";"11117772";1;0;1010
"C2K19106226";"11113";5;0;1012
"C2K19106226";"11114";1;0;1012
"C2K19106226";"1111476";2;0;1012
"C2K19106226";"11115376";1;0;1012
"C2K19106226";"11122032";2;0;1012
"C2K19106227";"11127951";3;0;1013
"C2K19106229";"1111476";1;0;1015
"C2K19106229";"11114974";1;0;1015
"C2K19106230";"111108";2;0;1016
"C2K19106230";"11120813";2;0;1016
"C2K19106232";"11114";1;0;1018
"C2K19106232";"1111476";2;0;1018
"C2K19106232";"11118375";5;0;1018
"C2K19106232";"11124178";5;0;1018
"C2K19106233";"11112896";4;0;1019
"C2K19106233";"11113638";1;0;1019
"C2K19106233";"11113875";1;0;1019
"C2K19106233";"11115141";4;0;1019
"C2K19106233";"11119720";2;0;1019
"C2K19106233";"11128478";5;0;1019
"C2K19106237";"11115334";5;0;1023
"C2K19106237";"11124107";5;0;1023
"C2K19106238";"11119366";3;0;1024
"C2K19106239";"11113824";3;0;1025
"C2K19106239";"11114455";5;0;1025
"C2K19106239";"11115141";2;0;1025
"C2K19106239";"11116608";1;0;1025
"C2K19106239";"11119366";3;0;1025
"C2K19106239";"11120458";2;0;1025
"C2K19106239";"11120692";3;0;1025
"C2K19106241";"11110406";4;0;1026
"C2K19106242";"11112243";4;0;1027
"C2K19106242";"11117021";1;0;1027
"C2K19106242";"1111724";5;0;1027
"C2K19106243";"11110406";3;0;1028
"C2K19106243";"11113875";5;0;1028
"C2K19106244";"11110050";1;0;1029
"C2K19106244";"11115043";4;0;1029
"C2K19106244";"1118872";4;0;1029
"C2K19106245";"11110862";4;0;1030
"C2K19106245";"11113875";5;0;1030
"C2K19106245";"11115043";5;0;1030
"C2K19106245";"11115141";1;0;1030
"C2K19106245";"11119263";3;0;1030
"C2K19106245";"11120692";5;0;1030
"C2K19106246";"11110406";5;0;1031
"C2K19106247";"11110406";4;0;1032
"C2K19106247";"1111107";2;0;1032
"C2K19106247";"11111417";2;0;1032
"C2K19106247";"11115043";3;0;1032
"C2K19106247";"11116610";5;0;1032
"C2K19106248";"11115334";1;0;1033
"C2K19106249";"1111476";5;0;1034
"C2K19106249";"11120692";2;0;1034
"C2K19106250";"11115141";3;0;1035
"C2K19106250";"11120634";5;0;1035
"C2K19106250";"11121838";1;0;1035
"C2K19106251";"11110406";4;0;1036
"C2K19106251";"11113638";3;0;1036
"C2K19106252";"11123384";1;0;1037
"C2K19106253";"11110406";1;0;1038
"C2K19106253";"1111476";3;0;1038
"C2K19106253";"11123720";5;0;1038
"C2K19106253";"11128049";4;0;1038
"C2K19106254";"11110406";4;0;1039
"C2K19106254";"11113638";1;0;1039
"C2K19106254";"11124178";2;0;1039
"C2K19106256";"11110406";4;0;1041
"C2K19106256";"11112";2;0;1041
"C2K19106256";"11124433";3;0;1041
